Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Accuracy,Moves Count,Date,Time Control,Tournament Game
rezamahdavi2008,(2915),FM,Zhigalko_Sergei,(3083),GM,½½,Review,67,"Sep 16, 2023",1 min,Y
ChessicallyInclined,(2869),FM,Zhigalko_Sergei,(3087),GM,01,Review,40,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3083),GM,Msb2,(3066),GM,01,72.1 75.7,44,"Sep 16, 2023",1 min,Y
Kacparov,(2924),IM,Zhigalko_Sergei,(3092),GM,01,Review,17,"Sep 16, 2023",1 min,Y
rquery98,(2705),IM,Zhigalko_Sergei,(3087),GM,01,Review,35,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3085),GM,mitrabhaa,(2934),GM,01,Review,85,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3097),GM,KNVB,(2909),GM,½½,Review,73,"Sep 16, 2023",1 min,Y
starworld123,(2870),GM,Zhigalko_Sergei,(3101),GM,½½,Review,68,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3106),GM,artooon,(3036),GM,01,Review,59,"Sep 16, 2023",1 min,Y
denizozen,(2943),IM,Zhigalko_Sergei,(3116),GM,01,Review,21,"Sep 16, 2023",1 min,Y
OhanyanEminChess,(2946),IM,Zhigalko_Sergei,(3112),GM,01,Review,39,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3107),GM,Jospem,(3167),GM,01,Review,39,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3114),GM,DanielNaroditsky,(3172),GM,10,94.8 81.9,35,"Sep 16, 2023",1 min,Y
Vlad_Lukiianchuk,(2824),NM,Zhigalko_Sergei,(3104),GM,01,Review,23,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3101),GM,MagnusCarlsen,(3333),GM,01,79.3 82.7,58,"Sep 16, 2023",1 min,Y
CuteSheepCloud,(2782),NM,Zhigalko_Sergei,(3104),GM,01,Review,13,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3102),GM,maciek_92,(2888),GM,10,Review,35,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3098),GM,Nikita_Klepikov,(2309),FM,10,91.5 76.3,24,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3098),GM,Durarbayli,(2917),GM,10,Review,54,"Sep 16, 2023",1 min,Y
Hikaru,(3281),GM,Zhigalko_Sergei,(3094),GM,½½,84.1 79.3,85,"Sep 16, 2023",1 min,Y
Jojo_898,(2265),WFM,Zhigalko_Sergei,(3090),GM,01,Review,22,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3090),GM,AlexOstrovskiy,(2630),IM,10,Review,31,"Sep 16, 2023",1 min,Y
Abund,(2864),NM,Zhigalko_Sergei,(3089),GM,01,Review,70,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3085),GM,GHANDEEVAM2003,(3056),GM,01,Review,35,"Sep 16, 2023",1 min,Y
Rakitic2010,(2527),CM,Zhigalko_Sergei,(3094),GM,01,Review,38,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3093),GM,dropstoneDP,(3105),GM,01,83.5 89.4,30,"Sep 16, 2023",1 min,Y
GlavkonVVS,(2613),FM,Zhigalko_Sergei,(2854),GM,10,77.8 67.1,39,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2867),GM,DeTimmerman,(2638),IM,10,87.6 86.7,53,"Sep 12, 2023",3|1,Y
oskariot,(2710),GM,Zhigalko_Sergei,(2863),GM,10,Review,27,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2875),GM,ahkashefi2800,(2618),FM,10,Review,38,"Sep 12, 2023",3|1,Y
HansOnTwitch,(3079),GM,Zhigalko_Sergei,(2872),GM,10,93.5 83.5,40,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2876),GM,Vaibhavraut99,(2576),CM,10,Review,59,"Sep 12, 2023",3|1,Y
mishanick,(3066),GM,Zhigalko_Sergei,(2873),GM,10,85.9 75,43,"Sep 12, 2023",3|1,Y
AndreiITrifan,(2646),FM,Zhigalko_Sergei,(2877),GM,01,74.8 84,39,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2874),GM,adiosabu,(2595),GM,½½,92.3 92.4,57,"Sep 12, 2023",3|1,Y
Chessdreamer2020,(2515),FM,Zhigalko_Sergei,(2879),GM,01,85 95.6,36,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2877),GM,kreonx,(2457),FM,10,93.1 75.7,22,"Sep 12, 2023",3|1,Y
Eagle_2019,(2719),CM,Zhigalko_Sergei,(2876),GM,10,87.7 81.2,62,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2888),GM,DopplerCharlotteDeWitte,(2695),FM,10,Review,31,"Sep 12, 2023",3|1,Y
artooon,(3045),GM,Zhigalko_Sergei,(2884),GM,10,Review,27,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2889),GM,Abund,(2743),NM,10,Review,27,"Sep 12, 2023",3|1,Y
amintabatabaei,(3054),GM,Zhigalko_Sergei,(2884),GM,10,93.3 85.4,29,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2889),GM,GianmarcoVaR,(2624),IM,10,Review,27,"Sep 12, 2023",3|1,Y
benny_aizenberg,(2623),FM,Zhigalko_Sergei,(2886),GM,01,73.3 80.6,67,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2883),GM,Parhamov,(3113),GM,01,69.7 76.5,53,"Sep 12, 2023",3|1,Y
Goryachkina,(2670),GM,Zhigalko_Sergei,(2887),GM,01,75.3 87.3,33,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2883),GM,biesiadnik,(2569),FM,10,92.4 84.9,34,"Sep 12, 2023",3|1,Y
ShahMatKanal,(2489),CM,Zhigalko_Sergei,(2881),GM,01,87.2 94.9,36,"Sep 12, 2023",3|1,Y
Zhigalko_Sergei,(2879),GM,Athanasios2,(2708),IM,10,92.7 85.2,46,"Sep 5, 2023",3|1,Y
CrushingKings,(2546),FM,Zhigalko_Sergei,(2874),GM,01,82 92.2,30,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2872),GM,Rutricks,(2697),IM,01,84.2 94,36,"Sep 5, 2023",3|1,Y
Mesa_1,(2630),IM,Zhigalko_Sergei,(2884),GM,½½,Review,50,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2889),GM,BogdanDeac,(3003),GM,01,81.8 89,58,"Sep 5, 2023",3|1,Y
colegiodemadrid,(2507),FM,Zhigalko_Sergei,(2895),GM,01,88.8 95.2,33,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2893),GM,mishanick,(3077),GM,01,89.9 96.4,39,"Sep 5, 2023",3|1,Y
Bigfish1995,(3069),GM,Zhigalko_Sergei,(2897),GM,01,84.8 94.4,38,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2885),GM,arminmusovic,(2526),FM,10,89.1 77.3,56,"Sep 5, 2023",3|1,Y
subham777,(2548),NM,Zhigalko_Sergei,(2883),GM,01,Review,33,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2881),GM,jlf287,(2458),CM,10,92.9 87.5,38,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(3101),GM,CuteSheepCloud,(2792),NM,10,77.2 68.1,33,"Sep 5, 2023",30 sec,N
CuteSheepCloud,(2794),NM,Zhigalko_Sergei,(3099),GM,01,Review,56,"Sep 5, 2023",30 sec,N
Zhigalko_Sergei,(3097),GM,CuteSheepCloud,(2796),NM,10,84.5 72.5,31,"Sep 5, 2023",30 sec,N
CuteSheepCloud,(2798),NM,Zhigalko_Sergei,(3095),GM,01,Review,36,"Sep 5, 2023",30 sec,N
Zhigalko_Sergei,(3092),GM,CuteSheepCloud,(2801),NM,10,Review,22,"Sep 5, 2023",30 sec,N
CuteSheepCloud,(2804),NM,Zhigalko_Sergei,(3089),GM,01,Review,56,"Sep 5, 2023",30 sec,N
Zhigalko_Sergei,(3086),GM,CuteSheepCloud,(2807),NM,10,Review,18,"Sep 5, 2023",30 sec,N
CuteSheepCloud,(2810),NM,Zhigalko_Sergei,(3083),GM,01,Review,21,"Sep 5, 2023",30 sec,N
Zhigalko_Sergei,(3080),GM,CuteSheepCloud,(2813),NM,10,Review,24,"Sep 5, 2023",30 sec,N
CuteSheepCloud,(2816),NM,Zhigalko_Sergei,(3077),GM,01,Review,8,"Sep 5, 2023",30 sec,N
blitzking1729,(2775),IM,Zhigalko_Sergei,(2880),GM,½½,91.8 90.9,154,"Sep 5, 2023",3|1,Y
fastestmindalive,(2714),IM,Zhigalko_Sergei,(2882),GM,01,76.2 90.3,23,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2877),GM,kushbhagat2009,(2629),FM,10,87.5 81.4,37,"Sep 5, 2023",3|1,Y
Karttunen,(2584),IM,Zhigalko_Sergei,(2874),GM,01,80.7 96.3,25,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2871),GM,whitemirrorninja,(2500),FM,10,95.4 81.6,21,"Sep 5, 2023",3|1,Y
Keeper0416,(2603),FM,Zhigalko_Sergei,(2869),GM,10,Review,84,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2882),GM,Yeremyan_ChessMate,(2672),FM,01,Review,23,"Sep 5, 2023",3|1,Y
rdarruda,(2591),FM,Zhigalko_Sergei,(2895),GM,01,Review,59,"Sep 5, 2023",3|1,Y
ErikRonka,(2505),FM,Zhigalko_Sergei,(2893),GM,01,89.1 96.4,43,"Sep 5, 2023",3|1,Y
Zhigalko_Sergei,(2891),GM,SashaKuzhilniy,(2620),CM,01,Review,87,"Sep 5, 2023",3|1,Y
Boundless_Strike,(2486),IM,Zhigalko_Sergei,(2905),GM,01,84.2 93.2,22,"Sep 5, 2023",3|1,Y
monkins,(2139),FM,Zhigalko_Sergei,(3074),GM,01,80.5 81.3,42,"Sep 2, 2023",1 min,Y
Vaibhavraut99,(2722),CM,Zhigalko_Sergei,(3074),GM,01,74.6 83,50,"Sep 2, 2023",1 min,Y
penguingm1,(3122),GM,Zhigalko_Sergei,(3072),GM,10,89.2 88.6,93,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3079),GM,Meri-Arabidze,(2589),WGM,10,85.1 82.4,36,"Sep 2, 2023",1 min,Y
splendidkid,(2821),FM,Zhigalko_Sergei,(3078),GM,01,Review,48,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3075),GM,Haykoooo0o,(2590),FM,10,82 73.8,65,"Sep 2, 2023",1 min,Y
dropstoneDP,(3099),GM,Zhigalko_Sergei,(3074),GM,10,67.1 73.3,51,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3082),GM,Vaibhavraut99,(2715),CM,01,Review,59,"Sep 2, 2023",1 min,Y
annacramling,(2185),WFM,Zhigalko_Sergei,(3097),GM,01,Review,21,"Sep 2, 2023",1 min,Y
rasmussvane,(2991),GM,Zhigalko_Sergei,(3097),GM,10,Review,85,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3108),GM,BlueWizzard,(2991),GM,10,94.7 70.9,18,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3102),GM,only_strong_moves,(2468),NM,10,75.7 70.6,41,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3102),GM,DonkyDonkyDonkey,(2921),FM,10,Review,74,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3098),GM,dropstoneDP,(3067),GM,10,90.6 82.8,51,"Sep 2, 2023",1 min,Y
Meri-Arabidze,(2596),WGM,Zhigalko_Sergei,(3090),GM,01,Review,46,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3089),GM,penguingm1,(3105),GM,01,Review,48,"Sep 2, 2023",1 min,Y
DanielNaroditsky,(3270),GM,Zhigalko_Sergei,(3097),GM,10,Review,37,"Sep 2, 2023",1 min,Y
kuanysh1981,(2451),FM,Zhigalko_Sergei,(3101),GM,01,Review,50,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3101),GM,gurelediz,(3079),IM,10,Review,64,"Sep 2, 2023",1 min,Y
TrimitziosP7,(2891),FM,Zhigalko_Sergei,(3093),GM,01,Review,22,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3089),GM,SacrificeGod,(2631),CM,10,Review,24,"Sep 2, 2023",1 min,Y
Irina_Mikhaylova,(2308),WGM,Zhigalko_Sergei,(3088),GM,01,Review,45,"Sep 2, 2023",1 min,Y
whyme85,(2392),FM,Zhigalko_Sergei,(3088),GM,01,Review,24,"Sep 2, 2023",1 min,Y
gurelediz,(3064),IM,Zhigalko_Sergei,(3088),GM,10,Review,59,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3097),GM,HansOnTwitch,(3070),GM,01,76.4 84.7,72,"Sep 2, 2023",1 min,Y
ToivoK3,(2948),FM,Zhigalko_Sergei,(3106),GM,10,Review,33,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3118),GM,ajedrez1101,(2207),CM,10,Review,23,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3118),GM,DanielNaroditsky,(3265),GM,10,Review,30,"Sep 2, 2023",1 min,Y
Msb2,(2977),GM,Zhigalko_Sergei,(3106),GM,01,Review,70,"Sep 2, 2023",1 min,Y
penguingm1,(3122),GM,Zhigalko_Sergei,(3101),GM,10,Review,27,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3109),GM,IM_Tissir,(2172),IM,10,Review,43,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3109),GM,OldGuysRule1956,(2141),NM,10,Review,66,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3109),GM,rasmussvane,(2993),GM,01,Review,48,"Sep 2, 2023",1 min,Y
HansOnTwitch,(3064),GM,Zhigalko_Sergei,(3120),GM,01,74.2 83.6,27,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3113),GM,Hikaru,(3293),GM,10,85.3 78.6,41,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3101),GM,rquery98,(2701),IM,10,Review,67,"Sep 2, 2023",1 min,Y
Jospem,(3167),GM,Zhigalko_Sergei,(3099),GM,10,96.5 83.6,23,"Sep 2, 2023",1 min,Y
Road2GM3000,(2608),NM,Zhigalko_Sergei,(3106),GM,01,Review,27,"Sep 2, 2023",1 min,Y
karinachess1,(2599),IM,Zhigalko_Sergei,(3105),GM,01,75.3 84,44,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3104),GM,Jospem,(3145),GM,01,Review,40,"Sep 2, 2023",1 min,Y
tylityli,(2202),WFM,Zhigalko_Sergei,(3111),GM,01,Review,34,"Sep 2, 2023",1 min,Y
seopie,(2714),IM,Zhigalko_Sergei,(3111),GM,01,Review,61,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3109),GM,rezamahdavi2008,(2879),FM,10,Review,42,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3106),GM,gurelediz,(3027),IM,10,Review,55,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3100),GM,wonderfultime,(3090),GM,01,Review,48,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3109),GM,NigelDwarf,(2577),NM,10,Review,57,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3108),GM,artooon,(2961),GM,10,Review,84,"Sep 2, 2023",1 min,Y
Vaibhavraut99,(2670),CM,Zhigalko_Sergei,(3103),GM,01,Review,38,"Sep 2, 2023",1 min,Y
OldGuysRule1956,(2172),NM,Zhigalko_Sergei,(3102),GM,01,Review,24,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3102),GM,Road2GM3000,(2624),NM,10,Review,37,"Sep 2, 2023",1 min,Y
Jospem,(3149),GM,Zhigalko_Sergei,(3101),GM,10,Review,40,"Sep 2, 2023",1 min,Y
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,97.4 60.2,12,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,70.2 92.9,12,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,Review,15,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,17,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,Review,14,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,17,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,Review,15,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,12,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,Review,17,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,14,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,86.9 85.4,15,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,16,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,Review,16,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,18,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,Review,15,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,15,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,Review,17,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,14,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1469),,10,Review,16,"Sep 20, 2023",10 sec,N
CaffeinatedPianist,(1469),,WK_WillianHille,(3101),NM,01,Review,14,"Sep 20, 2023",10 sec,N
WK_WillianHille,(3101),NM,Damastermaind,(1270),,10,93.3 68.9,21,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3101),NM,Hikaru,(3350),GM,01,81.3 88.2,37,"Sep 19, 2023",30 sec,N
Hikaru,(3347),GM,WK_WillianHille,(3107),NM,10,88.7 77.7,32,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3113),NM,Hikaru,(3344),GM,½½,74.4 78.9,64,"Sep 19, 2023",30 sec,N
Hikaru,(3349),GM,WK_WillianHille,(3104),NM,10,92 81,27,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3110),NM,Hikaru,(3346),GM,01,72.7 81.7,61,"Sep 19, 2023",30 sec,N
Hikaru,(3342),GM,WK_WillianHille,(3117),NM,10,88.9 75.8,28,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3124),NM,Hikaru,(3338),GM,½½,80.1 73.2,71,"Sep 19, 2023",30 sec,N
Hikaru,(3343),GM,WK_WillianHille,(3114),NM,10,85.4 72.8,42,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3122),NM,Hikaru,(3339),GM,01,83.9 89.8,47,"Sep 19, 2023",30 sec,N
Hikaru,(3335),GM,WK_WillianHille,(3130),NM,10,76.4 60.9,32,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3139),NM,jacky72,(2837),IM,01,65.3 60.6,34,"Sep 19, 2023",10 sec,N
Msb2,(3051),GM,WK_WillianHille,(3144),NM,01,67.5 70.3,29,"Sep 19, 2023",10 sec,N
WK_WillianHille,(3142),NM,Msb2,(3052),GM,01,61.2 68.9,41,"Sep 19, 2023",10 sec,N
WK_WillianHille,(3146),NM,RightArmOfTheForbiddenOne,(3085),GM,10,47.8 51.1,22,"Jul 20, 2023",10 sec,N
RightArmOfTheForbiddenOne,(3086),GM,WK_WillianHille,(3144),NM,01,59.3 56.6,37,"Jul 20, 2023",10 sec,N
WK_WillianHille,(3142),NM,RightArmOfTheForbiddenOne,(3087),GM,10,38.1 49.7,41,"Jul 20, 2023",10 sec,N
RightArmOfTheForbiddenOne,(3088),GM,WK_WillianHille,(3139),NM,10,52.4 51.6,41,"Jul 20, 2023",10 sec,N
WK_WillianHille,(3143),NM,RightArmOfTheForbiddenOne,(3086),GM,01,43.2 38.3,37,"Jul 20, 2023",10 sec,N
RightArmOfTheForbiddenOne,(3084),GM,WK_WillianHille,(3147),NM,10,72.9 62.9,15,"Jul 20, 2023",10 sec,N
WK_WillianHille,(3151),NM,RightArmOfTheForbiddenOne,(3082),GM,10,63.6 67.6,55,"Jul 20, 2023",10 sec,N
RightArmOfTheForbiddenOne,(3084),GM,WK_WillianHille,(3148),NM,01,65.4 65,66,"Jul 20, 2023",10 sec,N
WK_WillianHille,(3145),NM,RightArmOfTheForbiddenOne,(3086),GM,10,Review,52,"Jul 20, 2023",10 sec,N
RightArmOfTheForbiddenOne,(3088),GM,WK_WillianHille,(3142),NM,01,Review,36,"Jul 20, 2023",10 sec,N
WK_WillianHille,(3138),NM,RightArmOfTheForbiddenOne,(3090),GM,10,90.3 72,14,"Jul 20, 2023",10 sec,N
RightArmOfTheForbiddenOne,(3092),GM,WK_WillianHille,(3134),NM,10,25.8 23.2,29,"Jul 20, 2023",10 sec,N
WK_WillianHille,(3140),NM,CaffeinatedPianist,(1469),,10,93.4 73.6,21,"Jun 25, 2023",1 min,N
WK_WillianHille,(2763),NM,CaffeinatedPianist,(1455),,10,88.6 71.9,17,"Jun 25, 2023",3 min,N
WK_WillianHille,(3140),NM,CaffeinatedPianist,(1469),,10,83 68,25,"Jun 25, 2023",1 min,N
WK_WillianHille,(3140),NM,CaffeinatedPianist,(1469),,10,100 56.9,6,"Apr 10, 2023",1 min,N
CaffeinatedPianist,(1430),,WK_WillianHille,(3140),NM,01,75.4 95,18,"Feb 11, 2023",1 min,N
WK_WillianHille,(2763),NM,CaffeinatedPianist,(1524),,10,80.1 67.8,21,"Feb 11, 2023",3 min,N
CaffeinatedPianist,(1524),,WK_WillianHille,(2763),NM,01,73.2 86,30,"Feb 11, 2023",3 min,N
WK_WillianHille,(2763),NM,CaffeinatedPianist,(1524),,10,82.9 71,30,"Feb 11, 2023",3 min,N
CaffeinatedPianist,(1524),,WK_WillianHille,(2763),NM,01,71.5 73.7,43,"Feb 11, 2023",3 min,N
WK_WillianHille,(2763),NM,CaffeinatedPianist,(1524),,10,79.9 71,48,"Feb 11, 2023",3 min,N
CaffeinatedPianist,(1524),,WK_WillianHille,(2763),NM,01,79 86.6,49,"Feb 11, 2023",3 min,N
WK_WillianHille,(3140),NM,Baku_Boulevard,(3091),GM,10,42 29.2,27,"Feb 2, 2023",10 sec,N
Baku_Boulevard,(3093),GM,WK_WillianHille,(3137),NM,10,26.9 24.5,34,"Feb 2, 2023",10 sec,N
WK_WillianHille,(3141),NM,Baku_Boulevard,(3090),GM,01,43.1 55.2,44,"Feb 2, 2023",10 sec,N
Baku_Boulevard,(3086),GM,WK_WillianHille,(3145),NM,01,53.4 55.2,26,"Feb 2, 2023",10 sec,N
WK_WillianHille,(3142),NM,Baku_Boulevard,(3089),GM,10,55.3 55.4,28,"Feb 2, 2023",10 sec,N
Baku_Boulevard,(3092),GM,WK_WillianHille,(3139),NM,10,78.3 62.2,28,"Feb 2, 2023",10 sec,N
WK_WillianHille,(3143),NM,AsadliVugar,(2888),GM,10,70.9 80.4,29,"Feb 1, 2023",10 sec,N
Njal28,(3125),GM,WK_WillianHille,(3141),NM,01,58 59.9,28,"Nov 11, 2022",10 sec,N
WK_WillianHille,(3138),NM,Njal28,(3126),GM,10,60 62.9,31,"Nov 11, 2022",10 sec,N
Njal28,(3127),GM,WK_WillianHille,(3135),NM,01,59.5 59.7,25,"Nov 11, 2022",10 sec,N
WK_WillianHille,(3131),NM,Njal28,(3128),GM,10,59.1 52.7,33,"Nov 11, 2022",10 sec,N
Njal28,(3129),GM,WK_WillianHille,(3127),NM,01,40.1 43.1,31,"Nov 11, 2022",10 sec,N
WK_WillianHille,(3123),NM,Njal28,(3130),GM,10,38.5 38.9,37,"Nov 11, 2022",10 sec,N
Njal28,(3131),GM,WK_WillianHille,(3119),NM,01,62.2 69.5,21,"Nov 11, 2022",10 sec,N
WK_WillianHille,(3114),NM,Njal28,(3132),GM,10,38.3 35,12,"Nov 11, 2022",10 sec,N
Njal28,(3133),GM,WK_WillianHille,(3109),NM,10,70.4 74.4,28,"Nov 11, 2022",10 sec,N
WK_WillianHille,(3114),NM,CaffeinatedPianist,(1405),,10,84.7 75.4,34,"Nov 1, 2022",1 min,N
WK_WillianHille,(3114),NM,Caisachess,(2339),WGM,10,Review,41,"Nov 1, 2022",1 min,N
Caisachess,(2339),WGM,WK_WillianHille,(3114),NM,01,Review,30,"Nov 1, 2022",30 sec,N
WK_WillianHille,(3114),NM,Caisachess,(2339),WGM,10,74.2 66.2,26,"Nov 1, 2022",30 sec,N
Cheesewater2,(1877),,WK_WillianHille,(3114),NM,01,62.4 74.7,37,"Oct 29, 2022",30 sec,N
WK_WillianHille,(3114),NM,Aakash-Dalvi7,(2843),,10,74.5 74.9,65,"Oct 27, 2022",30 sec,N
TroyLeFou,(1210),,WK_WillianHille,(3101),NM,01,74 81,34,"Oct 27, 2022",30 sec,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,98.9 59.4,11,"Oct 20, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,61.5 73.3,39,"Oct 20, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,87.4 68.9,35,"Oct 20, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,Review,42,"Oct 20, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,Review,24,"Oct 20, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,74 64.7,32,"Oct 18, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,80.1 94.4,22,"Oct 18, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,88.7 68,24,"Oct 18, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,Review,32,"Oct 18, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,Review,40,"Oct 18, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,Review,31,"Oct 18, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,Review,23,"Oct 18, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,Review,24,"Oct 18, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,Review,44,"Oct 18, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,Review,18,"Oct 18, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,Review,38,"Oct 18, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,Review,28,"Oct 18, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,Review,16,"Oct 18, 2022",1 min,N
CaffeinatedPianist,(1072),,WK_WillianHille,(3101),NM,01,Review,19,"Oct 18, 2022",1 min,N
WK_WillianHille,(3101),NM,CaffeinatedPianist,(1072),,10,Review,38,"Oct 18, 2022",1 min,N
