Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Accuracy,Moves Count,Date,Time Control,Tournament Game
stollenmonster,(2757),CM,remi04,(2759),IM,01,Review,42,"Sep 16, 2023",1 min,N
Nor1lsk,(2788),IM,stollenmonster,(2895),CM,01,82.1 82.7,48,"Sep 16, 2023",3 min,N
stollenmonster,(2889),CM,kontosnik1,(2610),,10,Review,64,"Sep 16, 2023",3 min,N
blefer66,(2757),GM,stollenmonster,(2886),CM,01,86.7 92.1,38,"Sep 16, 2023",3 min,N
stollenmonster,(2881),CM,blefer66,(2762),GM,10,90.3 83.5,36,"Sep 16, 2023",3 min,N
gmcorrales,(2878),GM,stollenmonster,(2875),CM,01,Review,28,"Sep 16, 2023",3 min,N
stollenmonster,(2867),CM,gmcorrales,(2886),GM,01,84.5 88.8,46,"Sep 16, 2023",3 min,N
stollenmonster,(2765),CM,CKJY2796,(2457),,10,Review,53,"Sep 16, 2023",1 min,N
stollenmonster,(2875),CM,BSWPaulsen,(2675),,10,Review,40,"Sep 16, 2023",3 min,N
stollenmonster,(2871),CM,Bagrat1on,(2764),FM,10,Review,45,"Sep 16, 2023",3 min,N
stollenmonster,(2865),CM,OneMoreUser,(2739),GM,10,Review,45,"Sep 16, 2023",3 min,N
OneMoreUser,(2744),GM,stollenmonster,(2860),CM,01,75.2 83.5,27,"Sep 16, 2023",3 min,N
stollenmonster,(2854),CM,OneMoreUser,(2750),GM,01,Review,47,"Sep 16, 2023",3 min,N
OneMoreUser,(2739),GM,stollenmonster,(2865),CM,10,77.9 71.3,44,"Sep 16, 2023",3 min,N
stollenmonster,(2876),CM,OneMoreUser,(2728),GM,10,Review,24,"Sep 16, 2023",3 min,N
OneMoreUser,(2733),GM,stollenmonster,(2871),CM,½½,91.8 91.8,45,"Sep 16, 2023",3 min,N
stollenmonster,(2874),CM,OneMoreUser,(2730),GM,10,Review,70,"Sep 16, 2023",3 min,N
OneMoreUser,(2735),GM,stollenmonster,(2869),CM,01,Review,59,"Sep 16, 2023",3 min,N
stollenmonster,(2864),CM,OneMoreUser,(2740),GM,10,Review,46,"Sep 16, 2023",3 min,N
OneMoreUser,(2746),GM,stollenmonster,(2858),CM,01,Review,37,"Sep 16, 2023",3 min,N
BSWPaulsen,(2676),,stollenmonster,(2852),CM,10,Review,44,"Sep 16, 2023",3 min,N
stollenmonster,(2864),CM,BSWPaulsen,(2664),,½½,Review,59,"Sep 16, 2023",3 min,N
Charlatante,(2875),GM,stollenmonster,(2868),CM,10,85.3 79.5,40,"Sep 16, 2023",3 min,N
stollenmonster,(2763),CM,TigrVShlyape,(2794),GM,01,75.4 86.5,35,"Sep 16, 2023",1 min,Y
Parhamov,(3011),GM,stollenmonster,(2771),CM,01,Review,38,"Sep 16, 2023",1 min,Y
stollenmonster,(2758),CM,Brave_spirit12,(2724),FM,½½,Review,60,"Sep 16, 2023",1 min,Y
Nicolas_DeLaColina,(2656),NM,stollenmonster,(2759),CM,01,Review,21,"Sep 16, 2023",1 min,Y
stollenmonster,(2753),CM,KNVB,(2814),GM,01,Review,50,"Sep 16, 2023",1 min,Y
stollenmonster,(2760),CM,LeoLV10,(2395),FM,10,Review,51,"Sep 16, 2023",1 min,Y
stollenmonster,(2758),CM,manitodeplomo,(2668),IM,10,74.2 81.6,38,"Sep 16, 2023",1 min,Y
stollenmonster,(2752),CM,chess123456s,(2685),FM,10,Review,31,"Sep 16, 2023",1 min,Y
mitrabhaa,(2933),GM,stollenmonster,(2745),CM,01,81.8 87.3,70,"Sep 16, 2023",1 min,Y
Brave_spirit12,(2720),FM,stollenmonster,(2733),CM,10,Review,21,"Sep 16, 2023",1 min,Y
stollenmonster,(2742),CM,Vsevolod_Ovchinnikov,(2665),FM,01,Review,32,"Sep 16, 2023",1 min,Y
Msb2,(3054),GM,stollenmonster,(2752),CM,01,Review,59,"Sep 16, 2023",1 min,Y
stollenmonster,(2738),CM,Brave_spirit12,(2722),FM,10,Review,72,"Sep 16, 2023",1 min,Y
denizozen,(2966),IM,stollenmonster,(2730),CM,10,Review,25,"Sep 16, 2023",1 min,Y
Vsevolod_Ovchinnikov,(2629),FM,stollenmonster,(2733),CM,01,Review,56,"Sep 16, 2023",1 min,Y
Arysya,(3055),FM,stollenmonster,(2727),CM,10,Review,22,"Sep 16, 2023",1 min,Y
Sebastian,(2661),GM,vladislavkovalev,(2632),GM,10,97.2 87.9,35,"Sep 18, 2023",10 min,N
vladislavkovalev,(2632),GM,Sebastian,(2661),GM,01,82.4 92.9,27,"Sep 18, 2023",10|2,N
Sebastian,(2651),GM,vladislavkovalev,(2644),GM,01,82.6 96.9,32,"Sep 18, 2023",10|2,N
Sebastian,(2663),GM,mishanick,(2698),GM,½½,100 100,7,"Sep 18, 2023",10|2,Y
Andreikka,(2726),GM,Sebastian,(2662),GM,½½,91.9 95.6,25,"Sep 18, 2023",10|2,Y
Konavets,(2737),GM,Sebastian,(2660),GM,½½,93.8 93.7,30,"Sep 18, 2023",10|2,Y
Sebastian,(2657),GM,Sibelephant,(2788),GM,½½,98.7 98.7,23,"Sep 18, 2023",10|2,Y
Sebastian,(2652),GM,HansOnTwitch,(2682),GM,10,89.8 81.2,37,"Sep 18, 2023",10|2,Y
jefferyx,(2690),GM,Sebastian,(2637),GM,½½,99.7 100,17,"Sep 18, 2023",10|2,Y
Sebastian,(2635),GM,LevonAronian,(2737),GM,10,96.3 88.3,37,"Sep 18, 2023",10|2,Y
Sebastian,(2617),GM,MrTattaglia,(2447),GM,10,94.6 82.2,34,"Sep 18, 2023",10|2,Y
xamax2000,(2439),GM,Sebastian,(2609),GM,½½,89.7 90,33,"Sep 18, 2023",10|2,Y
Sebastian,(2943),GM,alexrustemov,(2889),GM,10,94 85.8,45,"Sep 17, 2023",3|1,N
alexrustemov,(2896),GM,Sebastian,(2931),GM,10,94.3 93.7,42,"Sep 17, 2023",3|1,N
Sebastian,(2947),GM,alexrustemov,(2887),GM,10,94.1 83.2,34,"Sep 17, 2023",3|1,N
alexrustemov,(2894),GM,Sebastian,(2935),GM,01,85.4 85.8,52,"Sep 17, 2023",3|1,N
Sebastian,(2921),GM,alexrustemov,(2902),GM,01,76.5 76.9,40,"Sep 17, 2023",3|1,N
alexrustemov,(2893),GM,Sebastian,(2938),GM,01,87.3 92.9,34,"Sep 17, 2023",3|1,N
Sebastian,(2923),GM,Alex_Sahakyan2006,(2685),FM,10,91.2 88.3,95,"Aug 22, 2023",3|1,Y
Grischuk,(3013),GM,Sebastian,(2917),GM,10,80.4 76.3,44,"Aug 22, 2023",3|1,Y
Staudenhocker43,(2621),FM,Sebastian,(2928),GM,01,86.8 92.8,31,"Aug 22, 2023",3|1,Y
Sebastian,(2924),GM,nurgyulsalimova,(2690),IM,10,87.2 84.3,58,"Aug 22, 2023",3|1,Y
Jospem,(3027),GM,Sebastian,(2917),GM,10,94.1 86.4,38,"Aug 22, 2023",3|1,Y
Sebastian,(2929),GM,Aygehovit1992,(2716),GM,10,Review,49,"Aug 22, 2023",3|1,Y
sofaceindisguise,(2677),FM,Sebastian,(2921),GM,01,Review,42,"Aug 22, 2023",3|1,Y
Sebastian,(2914),GM,santosalberto1987,(2576),IM,10,Review,39,"Aug 22, 2023",3|1,Y
Andrei_Skvortsov,(2676),CM,Sebastian,(2909),GM,10,84.3 75.5,28,"Aug 22, 2023",3|1,Y
Sebastian,(2939),GM,Chessdreamer2020,(2577),FM,10,89.5 81.8,53,"Aug 22, 2023",3|1,Y
GM4life,(2483),NM,Sebastian,(2935),GM,01,87.8 91,75,"Aug 22, 2023",3|1,Y
Sebastian,(2615),GM,Chessmissile07,(2438),FM,10,85.7 81.5,39,"Jul 24, 2023",10|2,Y
Julio_Becerra,(2398),GM,Sebastian,(2610),GM,½½,92.9 92.9,37,"Jul 24, 2023",10|2,Y
Sebastian,(2615),GM,MarcoRiehle,(2521),FM,01,92.9 94.7,89,"Jul 24, 2023",10|2,Y
GGuseinov,(2526),GM,Sebastian,(2628),GM,½½,Review,14,"Jul 24, 2023",10|2,Y
ViIIagra,(2566),GM,Sebastian,(2631),GM,10,90.8 84,40,"Jul 24, 2023",10|2,Y
Sebastian,(2644),GM,rfelgaer,(2472),GM,10,Review,26,"Jul 24, 2023",10|2,Y
Jumbo,(2414),GM,Sebastian,(2638),GM,01,82 88.9,49,"Jul 24, 2023",10|2,Y
ValentunHulka,(2505),CM,Sebastian,(2633),GM,10,92 87.5,81,"Jul 24, 2023",10|2,Y
LiemLe,(2702),GM,Sebastian,(2648),GM,10,98.3 92.2,58,"Jul 13, 2023",15 min,N
Sebastian,(2648),GM,LiemLe,(2702),GM,01,87.2 94.1,39,"Jul 13, 2023",15|3,N
LiemLe,(2695),GM,Sebastian,(2657),GM,01,85.6 93.7,29,"Jul 13, 2023",15|3,N
FairChess_on_YouTube,(2675),GM,Sebastian,(2645),GM,½½,83.7 85.2,59,"Jul 13, 2023",15|3,N
Sebastian,(2644),GM,FairChess_on_YouTube,(2676),GM,10,96.9 90.6,46,"Jul 13, 2023",15|3,N
wonderfultime,(2688),GM,Sebastian,(2631),GM,½½,98.2 98.5,40,"Jul 11, 2023",15|3,N
Sebastian,(2629),GM,wonderfultime,(2690),GM,01,78.2 80.6,46,"Jul 11, 2023",15|3,N
LiemLe,(2707),GM,Sebastian,(2639),GM,½½,86.8 93.9,28,"Jul 11, 2023",15|3,N
Sebastian,(2637),GM,LiemLe,(2709),GM,10,93.8 90.4,63,"Jul 11, 2023",15|3,N
Sebastian,(2621),GM,GeorgMeier,(2680),GM,10,88.3 77.9,37,"Jul 10, 2023",15 min,N
GeorgMeier,(2680),GM,Sebastian,(2621),GM,10,97.8 97.5,43,"Jul 10, 2023",15|3,N
Sebastian,(2632),GM,GeorgMeier,(2671),GM,10,87.3 82.8,70,"Jul 10, 2023",15|3,N
Sebastian,(2616),GM,BillieKimbah,(2624),GM,10,87.8 78.7,33,"Jul 10, 2023",15|3,N
BillieKimbah,(2638),GM,Sebastian,(2601),GM,½½,94.9 94.6,23,"Jul 10, 2023",15|3,N
Sebastian,(2599),GM,GMKrikor,(2551),GM,10,96.8 91.7,40,"Jun 12, 2023",10|2,N
GMKrikor,(2562),GM,Sebastian,(2588),GM,½½,95.7 95.3,84,"Jun 12, 2023",10|2,N
chessintuit,(2488),GM,Sebastian,(2589),GM,01,84.7 91.1,38,"Jun 12, 2023",10|2,Y
lilleper1,(2465),GM,Sebastian,(2579),GM,01,87.3 96.2,34,"Jun 12, 2023",10|2,Y
Sebastian,(2569),GM,GMKrikor,(2542),GM,01,77.1 84.1,50,"Jun 12, 2023",10|2,Y
Firouzja2003,(2729),GM,Sebastian,(2585),GM,10,90 84.5,39,"Jun 12, 2023",10|2,Y
Sankalp_Gupta2003,(2474),GM,Sebastian,(2594),GM,01,87.2 94.4,48,"Jun 12, 2023",10|2,Y
Sebastian,(2583),GM,crescentmoon2411,(2690),GM,01,90.2 97.1,46,"Jun 12, 2023",10|2,Y
Sebastian,(2595),GM,MessiKingdom,(2482),FM,10,93 77.7,24,"Jun 12, 2023",10|2,Y
Konavets,(2725),GM,Sebastian,(2583),GM,10,96.9 90.5,41,"Jun 12, 2023",10|2,Y
Sebastian,(2594),GM,BeanScreen,(2409),CM,10,87.4 82.5,71,"Jun 12, 2023",10|2,Y
Sebastian,(2584),GM,SergeiAza,(2569),GM,01,81.4 87.4,61,"May 1, 2023",10|2,Y
promen1999,(2588),GM,Sebastian,(2600),GM,10,Review,52,"May 1, 2023",10|2,Y
Sebastian,(2617),GM,Reader777,(2537),IM,10,88 78.9,55,"May 1, 2023",10|2,Y
igorkovalenko,(2594),GM,Sebastian,(2604),GM,10,96.8 91.2,50,"May 1, 2023",10|2,Y
Sebastian,(2622),GM,g3god,(2572),GM,½½,84.5 86.5,36,"May 1, 2023",10|2,Y
Grandelicious,(2566),GM,Sebastian,(2625),GM,½½,Review,31,"May 1, 2023",10|2,Y
Sebastian,(2628),GM,chessdjw,(2499),GM,10,Review,32,"May 1, 2023",10|2,Y
Fighterman91,(2450),GM,Sebastian,(2615),GM,01,Review,23,"May 1, 2023",10|2,Y
Sebastian,(2603),GM,Semen_Khanin,(2528),GM,01,84.8 91.8,48,"May 1, 2023",10|2,Y
artin10862,(2835),FM,Sebastian,(2932),GM,10,85.9 91.3,34,"Mar 28, 2023",3|1,Y
Sebastian,(2943),GM,Real_OceanStorm,(2801),GM,½½,88.8 89.8,68,"Mar 28, 2023",3|1,Y
Sebastian,(2946),GM,CSB7,(2749),IM,10,93.4 83.8,36,"Mar 28, 2023",3|1,Y
GHANDEEVAM2003,(3068),GM,Sebastian,(2942),GM,10,Review,32,"Mar 28, 2023",3|1,Y
Aradhya2000,(2759),FM,Sebastian,(2947),GM,½½,87.6 87.9,36,"Mar 28, 2023",3|1,Y
Sebastian,(2951),GM,AlexPapasimakopoulos,(2706),FM,10,86.4 77,45,"Mar 28, 2023",3|1,Y
ChessSkool,(2704),GM,Sebastian,(2948),GM,01,68 72,65,"Mar 28, 2023",3|1,Y
Sebastian,(2945),GM,Keithonsky,(2609),CM,10,93.6 84.9,30,"Mar 28, 2023",3|1,Y
dosto07,(2519),IM,Sebastian,(2943),GM,01,Review,37,"Mar 28, 2023",3|1,Y
Sebastian,(2942),GM,MatyChess1,(2660),IM,01,74.8 74.5,36,"Mar 28, 2023",3|1,Y
NMJeevanK,(2504),NM,Sebastian,(2956),GM,01,Review,39,"Mar 28, 2023",3|1,Y
Sebastian,(2955),GM,bardiya_Daneshvar,(2975),GM,½½,95.9 95.6,12,"Mar 24, 2023",3 min,Y
Sebastian,(2954),GM,Jospem,(3008),GM,½½,Review,21,"Mar 24, 2023",3 min,Y
Sibelephant,(3127),GM,Sebastian,(2953),GM,10,92.2 83.4,21,"Mar 24, 2023",3 min,Y
Sebastian,(2958),GM,DanielNaroditsky,(3115),GM,½½,88.5 88.7,39,"Mar 24, 2023",3 min,Y
Sebastian,(2954),GM,ChristopherYoo,(2977),GM,½½,Review,14,"Mar 24, 2023",3 min,Y
Jospem,(3016),GM,Sebastian,(2953),GM,10,Review,36,"Mar 24, 2023",3 min,Y
Sebastian,(2960),GM,GreatOwl02,(2355),FM,10,Review,42,"Mar 24, 2023",3 min,Y
Sebastian,(2959),GM,DenLaz,(3066),GM,½½,Review,40,"Mar 24, 2023",3 min,Y
Micki-taryan,(2987),GM,Sebastian,(2957),GM,01,Review,51,"Mar 24, 2023",3 min,Y
Nathan_Filgueiras,(2519),IM,Sebastian,(2948),GM,01,76.6 79.9,39,"Mar 24, 2023",3 min,Y
mitrabhaa,(2911),GM,Sebastian,(2947),GM,01,Review,91,"Mar 24, 2023",3 min,Y
Sebastian,(2939),GM,LOVEVAE,(3009),GM,01,Review,35,"Mar 24, 2023",3 min,Y
Sebastian,(2946),GM,Beca95,(2898),GM,10,Review,44,"Mar 24, 2023",3 min,Y
aloe_normansen,(2572),WIM,Sebastian,(2939),GM,01,Review,23,"Mar 24, 2023",3 min,Y
Sebastian,(2937),GM,Jospem,(3024),GM,½½,Review,70,"Mar 24, 2023",3 min,Y
ChristopherYoo,(3009),GM,Sebastian,(2935),GM,10,Review,35,"Mar 24, 2023",3 min,Y
Sebastian,(2942),GM,Sibelephant,(3120),GM,½½,Review,37,"Mar 24, 2023",3 min,Y
Sebastian,(2938),GM,bakialexW,(2563),,10,Review,52,"Mar 24, 2023",3 min,Y
eljanov,(2912),GM,Sebastian,(2936),GM,01,Review,34,"Mar 24, 2023",3 min,Y
Sebastian,(2928),GM,Micki-taryan,(3017),GM,01,Review,81,"Mar 24, 2023",3 min,Y
Sebastian,(2934),GM,ChristopherYoo,(2983),GM,½½,Review,62,"Mar 24, 2023",3 min,Y
Oleksandr_Bortnyk,(3003),GM,Sebastian,(2933),GM,10,87.5 77.7,38,"Mar 24, 2023",3 min,Y
vinniethepooh,(2830),GM,Sebastian,(2940),GM,01,Review,27,"Mar 24, 2023",3 min,Y
LOVEVAE,(3033),GM,Sebastian,(2934),GM,01,Review,23,"Mar 24, 2023",3 min,Y
Sebastian,(2923),GM,vinniethepooh,(2834),GM,10,Review,37,"Mar 24, 2023",3 min,Y
Sebastian,(2917),GM,Mykola-Bortnyk,(2954),IM,10,Review,43,"Mar 24, 2023",3 min,Y
Rikikits,(2831),GM,Sebastian,(2908),GM,01,Review,24,"Mar 24, 2023",3 min,Y
Grischuk,(3028),GM,Sebastian,(2901),GM,10,91.1 80.2,20,"Mar 24, 2023",3 min,Y
secretsuperstar7,(2390),WIM,Sebastian,(2906),GM,01,Review,36,"Mar 24, 2023",3 min,Y
Sebastian,(2905),GM,dropstoneDP,(2997),GM,10,Review,37,"Mar 24, 2023",3 min,Y
Sebastian,(2894),GM,Aronyak1,(2893),IM,01,78 79.8,55,"Mar 24, 2023",3 min,Y
GHANDEEVAM2003,(3058),GM,Sebastian,(2903),GM,10,Review,27,"Mar 24, 2023",3 min,Y
Sebastian,(2908),GM,Oleksandr_Bortnyk,(2999),GM,½½,Review,57,"Mar 24, 2023",3 min,Y
VerdeNotte,(2875),GM,Sebastian,(2906),GM,01,Review,28,"Mar 24, 2023",3 min,Y
Sebastian,(2898),GM,GoltsevDmitry2000,(2711),FM,01,70.6 83,27,"Mar 7, 2023",3|1,Y
Bigfish1995,(3043),GM,Sebastian,(2910),GM,10,89.9 86.7,40,"Mar 7, 2023",3|1,Y
Willychess95,(2674),IM,Sebastian,(2915),GM,01,85.1 90.7,37,"Mar 7, 2023",3|1,Y
Sebastian,(2912),GM,PepeCuenca,(2650),GM,10,89.5 79.3,42,"Mar 7, 2023",3|1,Y
VD_coach,(2565),FM,Sebastian,(2909),GM,01,84.4 88.7,47,"Mar 7, 2023",3|1,Y
Sebastian,(2907),GM,TheOneTrapMan,(2495),CM,10,91.8 79.5,23,"Mar 7, 2023",3|1,Y
Russian_berezka,(2581),CM,Sebastian,(2906),GM,10,68.9 68.8,58,"Mar 7, 2023",3|1,Y
Sebastian,(2920),GM,GM4life,(2469),NM,10,83.4 78.4,79,"Mar 7, 2023",3|1,Y
Sebastian,(2919),GM,KrolPawel92OnTwitch,(2665),NM,01,Review,56,"Feb 28, 2023",3|1,Y
The_Machine04,(2574),IM,Sebastian,(2932),GM,01,75.4 88.6,32,"Feb 28, 2023",3|1,Y
Sebastian,(2930),GM,Witik,(2661),FM,01,81.4 90.2,40,"Feb 28, 2023",3|1,Y
djokovic74,(2598),CM,Sebastian,(2944),GM,01,79.8 99.6,24,"Feb 28, 2023",3|1,Y
Sebastian,(2942),GM,EREBUNI91,(2733),GM,01,88.3 92.8,38,"Feb 28, 2023",3|1,Y
karinachess1,(2615),IM,Sebastian,(2955),GM,01,89 97.6,32,"Feb 28, 2023",3|1,Y
Sebastian,(2953),GM,ArchibaldCerveza29,(2501),FM,10,83.7 75.4,62,"Feb 28, 2023",3|1,Y
Sebastian,(2630),GM,LOVEVAE,(2695),GM,01,75.5 88.7,25,"Feb 17, 2023",10|2,N
Juwen,(2521),GM,Sebastian,(2643),GM,½½,96 96.3,67,"Feb 17, 2023",10|2,N
Sebastian,(2648),GM,ActorXu,(2473),GM,½½,97 97.3,32,"Feb 17, 2023",10|2,N
unkiyto,(2589),IM,Sebastian,(2656),GM,½½,97.4 97.7,32,"Feb 17, 2023",10|2,N
Sebastian,(2952),GM,Topblitz,(2827),IM,01,85.7 87.2,64,"Feb 7, 2023",3|1,Y
bascheyaro,(2795),FM,Sebastian,(2963),GM,01,73.6 86.6,34,"Feb 7, 2023",3|1,Y
Sebastian,(2958),GM,Kosak12,(2785),IM,½½,Review,63,"Feb 7, 2023",3|1,Y
Salem-AR,(3041),GM,Sebastian,(2962),GM,10,84 75.2,24,"Feb 7, 2023",3|1,Y
Sebastian,(2969),GM,mbojan,(2712),IM,10,91.4 88.3,41,"Feb 7, 2023",3|1,Y
Sebastian,(2966),GM,MikaelyanArman,(2798),GM,10,91.1 90.9,54,"Feb 7, 2023",3|1,Y
GianmarcoVaR,(2710),IM,Sebastian,(2961),GM,01,Review,72,"Feb 7, 2023",3|1,Y
Sebastian,(2958),GM,KATPAH,(2589),FM,10,Review,51,"Feb 7, 2023",3|1,Y
koziororo,(2733),FM,Sebastian,(2956),GM,10,85.9 77.8,55,"Feb 7, 2023",3|1,Y
Sebastian,(2969),GM,MKlose11,(2618),FM,10,90 78,37,"Feb 7, 2023",3|1,Y
adriangschnitzer,(2503),IM,Sebastian,(2967),GM,01,75.7 88.4,33,"Feb 7, 2023",3|1,Y
Igrok3069,(2588),GM,Sebastian,(2659),GM,10,Review,42,"Feb 3, 2023",10|2,N
Sebastian,(2680),GM,Igrok3069,(2566),GM,½½,93.8 94.9,18,"Feb 3, 2023",10|2,N
spicycaterpillar,(2597),GM,Sebastian,(2685),GM,½½,96.3 96.7,33,"Feb 3, 2023",10|2,Y
Sebastian,(2690),GM,rpragchess,(2602),GM,½½,Review,39,"Feb 3, 2023",10|2,Y
platy3,(2596),GM,Sebastian,(2695),GM,½½,Review,44,"Feb 3, 2023",10|2,Y
Sebastian,(2701),GM,Antipov_Mikhail_Al,(2596),GM,½½,76.5 78.6,138,"Feb 3, 2023",10|2,Y
Sebastian,(2707),GM,Genghis_K,(2539),GM,10,87.2 84.2,59,"Feb 3, 2023",10|2,Y
Dedic8,(2526),GM,Sebastian,(2694),GM,½½,85.1 84.6,64,"Feb 3, 2023",10|2,Y
Shield12,(2644),GM,Sebastian,(2704),GM,10,86.7 84.2,66,"Feb 3, 2023",10|2,Y
Sebastian,(2734),GM,daro94,(2562),GM,10,89.3 83.5,49,"Feb 3, 2023",10|2,Y
daika91,(2575),GM,Sebastian,(2719),GM,½½,92.7 91.9,58,"Feb 3, 2023",10|2,Y
Iskusnyh,(2631),GM,Sebastian,(2966),GM,01,79 81.4,43,"Jan 31, 2023",3|1,Y
Sebastian,(2964),GM,Oleksandr_Bortnyk,(3012),GM,01,Review,69,"Jan 31, 2023",3|1,Y
Sebastian,(2971),GM,ChristopherYoo,(2942),GM,½½,Review,68,"Jan 31, 2023",3|1,Y
hansen,(2895),GM,Sebastian,(2972),GM,½½,82.5 81.9,56,"Jan 31, 2023",3|1,Y
dretch,(2823),GM,Sebastian,(2974),GM,01,Review,26,"Jan 31, 2023",3|1,Y
Sebastian,(2969),GM,Polish_fighter3000,(3087),GM,01,75.9 88.3,32,"Jan 31, 2023",3|1,Y
AvitalBor,(2829),GM,Sebastian,(2975),GM,01,74.8 80.7,51,"Jan 31, 2023",3|1,Y
Sebastian,(2970),GM,bascheyaro,(2804),FM,10,89.3 81.9,33,"Jan 31, 2023",3|1,Y
Sebastian,(2965),GM,GMKrikor,(2738),GM,10,90.2 82.4,63,"Jan 31, 2023",3|1,Y
Sebastian,(2961),GM,MKlose11,(2636),FM,10,92.9 82.2,35,"Jan 31, 2023",3|1,Y
fviana,(2506),FM,Sebastian,(2959),GM,01,83.3 94.6,25,"Jan 31, 2023",3|1,Y
nurgyulsalimova,(2782),IM,Sebastian,(2958),GM,01,74.9 91.8,36,"Jan 31, 2023",3|1,Y
Byniolus,(2834),GM,Sebastian,(2954),GM,01,80.6 92.8,30,"Jan 31, 2023",3|1,Y
Sebastian,(2948),GM,GMWSO,(3118),GM,01,77.6 84.2,46,"Jan 31, 2023",3|1,Y
Sebastian,(2953),GM,Evgeny81,(2782),GM,10,89.2 86.1,101,"Jan 31, 2023",3|1,Y
Sattarov_Bobur,(2732),IM,Sebastian,(2948),GM,½½,86.2 85.6,68,"Jan 31, 2023",3|1,Y
Sebastian,(2953),GM,oskariot,(2722),GM,10,Review,46,"Jan 31, 2023",3|1,Y
Aradhya2000,(2709),FM,Sebastian,(2949),GM,01,Review,47,"Jan 31, 2023",3|1,Y
DonkyDonkyDonkey,(2827),FM,Sebastian,(2946),GM,10,84.1 81.3,55,"Jan 31, 2023",3|1,Y
Ol_Bilych,(2728),FM,Sebastian,(2957),GM,01,79.5 86.9,44,"Jan 31, 2023",3|1,Y
Sebastian,(2953),GM,adapodadei,(2638),FM,10,Review,30,"Jan 31, 2023",3|1,Y
Sebastian,(2951),GM,kacprekt,(2515),FM,10,Review,40,"Jan 31, 2023",3|1,Y
Jospem,(3053),GM,Sebastian,(2950),GM,01,76 83.1,48,"Jan 17, 2023",3|1,Y
Sebastian,(2939),GM,Fandorine,(2993),GM,10,93 85.3,41,"Jan 17, 2023",3|1,Y
Sebastian,(2929),GM,GianmarcoVaR,(2653),IM,10,91 78.8,42,"Jan 17, 2023",3|1,Y
Berardino,(2668),IM,Sebastian,(2926),GM,01,77.4 85.8,42,"Jan 17, 2023",3|1,Y
tyczka123,(2608),FM,Sebastian,(2923),GM,01,79.8 88.4,73,"Jan 17, 2023",3|1,Y
Sebastian,(2921),GM,Topblitz,(2775),IM,01,79.3 86.6,28,"Jan 17, 2023",3|1,Y
Twitch_ElhamBlitz05,(2893),IM,Sebastian,(2933),GM,10,91.9 86.7,42,"Jan 17, 2023",3|1,Y
Sebastian,(2942),GM,Byniolus,(2797),GM,10,93.4 80.3,37,"Jan 17, 2023",3|1,Y
German_Bazeev,(2709),FM,Sebastian,(2937),GM,01,83.9 91.5,65,"Jan 17, 2023",3|1,Y
Sebastian,(2933),GM,MlYAGl,(2604),NM,10,91.8 84.7,48,"Jan 17, 2023",3|1,Y
serhanberat_ozdemir,(2505),FM,Sebastian,(2931),GM,01,80.9 88.7,38,"Jan 17, 2023",3|1,Y
Sebastian,(2930),GM,sokidze,(2817),IM,10,84.8 75.3,42,"Jan 17, 2023",3|1,Y
krzyzan94,(2844),GM,Sebastian,(2924),GM,10,Review,26,"Jan 17, 2023",3|1,Y
Sebastian,(2934),GM,BogdanDeac,(3018),GM,10,88.3 85,44,"Jan 17, 2023",3|1,Y
Sebastian,(2924),GM,vovachesss,(2763),CM,10,Review,30,"Jan 17, 2023",3|1,Y
Byniolus,(2803),GM,Sebastian,(2919),GM,10,86.1 88.4,38,"Jan 17, 2023",3|1,Y
NodariousBIG,(2766),IM,Sebastian,(2930),GM,01,Review,61,"Jan 17, 2023",3|1,Y
Sebastian,(2925),GM,Rodalquilar,(2693),GM,10,83 77.4,38,"Jan 17, 2023",3|1,Y
GianmarcoVaR,(2617),IM,Sebastian,(2921),GM,01,Review,44,"Jan 17, 2023",3|1,Y
Sebastian,(2918),GM,4empechement,(2511),WFM,10,91.1 76,31,"Jan 17, 2023",3|1,Y
becemix,(2403),FM,Sebastian,(2916),GM,01,Review,17,"Jan 17, 2023",3|1,Y
Tinas20,(915),,TigrVShlyape,(2953),GM,01,89.2 91.4,24,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,Review,25,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,Review,17,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,77.9 86.9,19,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,91.6 97.7,22,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,92.9 96.4,40,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,Review,20,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,Review,25,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,Review,29,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,Review,23,"Sep 21, 2023",3|2,N
Tinas20,(915),,TigrVShlyape,(2953),GM,01,Review,26,"Sep 21, 2023",3|2,N
TigrVShlyape,(2953),GM,bazar-wokzal,(2653),IM,10,94.9 83.5,27,"Sep 19, 2023",3|1,Y
