Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Moves Count,Date,Tournament Game,Rating Difference,Accuracy (White),Accuracy (Black),Accuracy Difference,Time,Interval,Total Time,Game Type
Mykola-Bortnyk,2972,IM,ChessBrainiacOnTwitch,2964,NM,Black Win,57,"Aug 20, 2023",N,8,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2955,NM,Mykola-Bortnyk,2981,IM,White Win,58,"Aug 20, 2023",N,-26,52.4,47.4,5.0,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2990,IM,ChessBrainiacOnTwitch,2946,NM,Black Win,50,"Aug 20, 2023",N,44,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2937,NM,Mykola-Bortnyk,2999,IM,Draw,78,"Aug 20, 2023",N,-62,,,,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,3000,IM,ChessBrainiacOnTwitch,2936,NM,White Win,26,"Aug 20, 2023",N,64,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2943,NM,Mykola-Bortnyk,2993,IM,Black Win,49,"Aug 20, 2023",N,-50,,,,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2986,IM,ChessBrainiacOnTwitch,2950,NM,White Win,16,"Aug 20, 2023",N,36,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2958,NM,Mykola-Bortnyk,2978,IM,Black Win,59,"Aug 20, 2023",N,-20,,,,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2970,IM,ChessBrainiacOnTwitch,2966,NM,Black Win,26,"Aug 20, 2023",N,4,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2958,NM,Mykola-Bortnyk,2978,IM,Draw,77,"Aug 20, 2023",N,-20,,,,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2979,IM,ChessBrainiacOnTwitch,2957,NM,Black Win,54,"Aug 20, 2023",N,22,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2948,NM,Mykola-Bortnyk,2988,IM,Black Win,50,"Aug 20, 2023",N,-40,,,,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2981,IM,ChessBrainiacOnTwitch,2955,NM,Black Win,62,"Aug 20, 2023",N,26,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2946,NM,Mykola-Bortnyk,2990,IM,Black Win,47,"Aug 20, 2023",N,-44,74.5,79.5,-5.0,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2983,IM,ChessBrainiacOnTwitch,2953,NM,Black Win,35,"Aug 20, 2023",N,30,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2944,NM,Mykola-Bortnyk,2992,IM,White Win,49,"Aug 20, 2023",N,-48,,,,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,3002,IM,ChessBrainiacOnTwitch,2934,NM,White Win,41,"Aug 20, 2023",N,68,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2941,NM,Mykola-Bortnyk,2995,IM,Black Win,40,"Aug 20, 2023",N,-54,69.2,79.4,-10.200000000000003,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2988,IM,ChessBrainiacOnTwitch,2948,NM,White Win,70,"Aug 20, 2023",N,40,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2955,NM,Mykola-Bortnyk,2981,IM,Black Win,39,"Aug 20, 2023",N,-26,,,,0.5,0.0,0.5,Bullet
want2lose,2924,IM,Mykola-Bortnyk,2981,IM,White Win,50,"Aug 20, 2023",N,-57,81.8,78.2,3.5999999999999943,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2991,IM,ChessBrainiacOnTwitch,2787,NM,White Win,22,"Aug 19, 2023",N,204,92.3,78.1,14.200000000000003,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2987,IM,AntonSmirnov,2984,GM,Black Win,55,"Aug 19, 2023",N,3,81.4,88.7,-7.299999999999997,3.0,0.0,3.0,Blitz
AntonSmirnov,2976,GM,Mykola-Bortnyk,2995,IM,Black Win,62,"Aug 19, 2023",N,-19,84.1,90.6,-6.5,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2987,IM,AntonSmirnov,2984,GM,White Win,28,"Aug 19, 2023",N,3,88.0,79.2,8.799999999999997,3.0,0.0,3.0,Blitz
AntonSmirnov,2992,GM,Mykola-Bortnyk,2979,IM,White Win,60,"Aug 19, 2023",N,13,75.8,74.4,1.3999999999999915,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2987,IM,AntonSmirnov,2984,GM,White Win,48,"Aug 19, 2023",N,3,82.5,77.2,5.299999999999997,3.0,0.0,3.0,Blitz
AntonSmirnov,2992,GM,Mykola-Bortnyk,2979,IM,Black Win,82,"Aug 19, 2023",N,13,86.3,88.1,-1.7999999999999972,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2970,IM,AntonSmirnov,3001,GM,Black Win,35,"Aug 19, 2023",N,-31,87.5,96.6,-9.099999999999994,3.0,0.0,3.0,Blitz
AntonSmirnov,2993,GM,Mykola-Bortnyk,2978,IM,Black Win,49,"Aug 19, 2023",N,15,90.0,94.2,-4.200000000000003,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2918,IM,Jospem,3125,GM,Black Win,34,"Aug 19, 2023",Y,-207,67.5,73.1,-5.599999999999994,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2922,IM,myaccount88,2555,NM,White Win,48,"Aug 19, 2023",Y,367,,,,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2920,IM,Msb2,3080,GM,Black Win,79,"Aug 19, 2023",Y,-160,,,,1.0,0.0,1.0,Bullet
bere_acqua,2743,FM,Mykola-Bortnyk,2925,IM,Black Win,33,"Aug 19, 2023",Y,-182,,,,1.0,0.0,1.0,Bullet
12teen,2931,NM,Mykola-Bortnyk,2921,IM,Black Win,34,"Aug 19, 2023",Y,10,,,,1.0,0.0,1.0,Bullet
annacramling,2192,NM,Mykola-Bortnyk,2912,IM,Black Win,31,"Aug 19, 2023",Y,-720,80.2,90.7,-10.5,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2912,IM,CrazyAdvenTures,2915,FM,Black Win,62,"Aug 19, 2023",Y,-3,,,,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2920,IM,TrimitziosP7,2915,FM,White Win,71,"Aug 19, 2023",Y,5,,,,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2912,IM,pankajfm,1983,FM,White Win,16,"Aug 19, 2023",Y,929,,,,1.0,0.0,1.0,Bullet
CrazyAdvenTures,2930,FM,Mykola-Bortnyk,2918,IM,White Win,22,"Aug 19, 2023",Y,12,,,,1.0,0.0,1.0,Bullet
mishanick,3007,GM,Mykola-Bortnyk,2926,IM,White Win,41,"Aug 19, 2023",Y,81,,,,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2932,IM,CrazyAdvenTures,2910,FM,White Win,17,"Aug 19, 2023",Y,22,,,,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2924,IM,the_chess_child,2726,IM,White Win,32,"Aug 19, 2023",Y,198,,,,1.0,0.0,1.0,Bullet
TrimitziosP7,2923,FM,Mykola-Bortnyk,2920,IM,White Win,67,"Aug 19, 2023",Y,3,,,,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2928,IM,leplusfaible,2124,NM,White Win,37,"Aug 19, 2023",Y,804,,,,1.0,0.0,1.0,Bullet
stollenmonster,2837,NM,Mykola-Bortnyk,2928,IM,White Win,44,"Aug 19, 2023",Y,-91,,,,1.0,0.0,1.0,Bullet
vovachesss,2826,NM,Mykola-Bortnyk,2938,IM,White Win,76,"Aug 19, 2023",Y,-112,,,,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2949,IM,12teen,2950,NM,White Win,28,"Aug 19, 2023",Y,-1,,,,1.0,0.0,1.0,Bullet
Mykola-Bortnyk,2941,IM,NikaVolkov,2926,NM,White Win,60,"Aug 19, 2023",Y,15,,,,1.0,0.0,1.0,Bullet
GoltsevDmitry2000,2827,FM,Mykola-Bortnyk,2933,IM,White Win,59,"Aug 19, 2023",Y,-106,,,,1.0,0.0,1.0,Bullet
promen1999,2633,GM,Andreikka,2720,GM,Draw,62,"Sep 18, 2023",N,-87,89.9,89.4,0.5,10.0,2.0,12.066666666666666,Rapid
Andreikka,2723,GM,promen1999,2631,GM,Black Win,120,"Sep 18, 2023",N,92,85.2,86.7,-1.5,10.0,2.0,14.0,Rapid
Andreikka,2737,GM,GeorgMeier,2710,GM,White Win,41,"Sep 18, 2023",Y,27,88.9,78.2,10.700000000000003,10.0,2.0,11.366666666666667,Rapid
Andreikka,2726,GM,Sebastian,2662,GM,Draw,25,"Sep 18, 2023",Y,64,91.9,95.6,-3.6999999999999886,10.0,2.0,10.833333333333334,Rapid
Shield12,2626,GM,Andreikka,2728,GM,Draw,38,"Sep 18, 2023",Y,-102,94.5,95.0,-0.5,10.0,2.0,11.266666666666666,Rapid
LastGladiator1,2643,GM,Andreikka,2730,GM,Black Win,59,"Sep 18, 2023",Y,-87,79.0,85.5,-6.5,10.0,2.0,11.966666666666667,Rapid
Andreikka,2720,GM,GGuseinov,2596,GM,White Win,45,"Sep 18, 2023",Y,124,,,,10.0,2.0,11.5,Rapid
Andreikka,2711,GM,Infernal_XaM,2506,GM,White Win,25,"Sep 18, 2023",Y,205,98.0,87.6,10.400000000000006,10.0,2.0,10.833333333333334,Rapid
Man-Chuk,2571,GM,Andreikka,2704,GM,Draw,46,"Sep 18, 2023",Y,-133,,,,10.0,2.0,11.533333333333333,Rapid
Andreikka,2709,GM,obliviate12,2541,GM,Draw,28,"Sep 18, 2023",Y,168,93.1,92.9,0.19999999999998863,10.0,2.0,10.933333333333334,Rapid
Andreikka,3013,GM,HansOnTwitch,3061,GM,Black Win,47,"Sep 12, 2023",Y,-48,78.8,85.6,-6.799999999999997,3.0,1.0,3.783333333333333,Blitz
Parhamov,3098,GM,Andreikka,3019,GM,Black Win,59,"Sep 12, 2023",Y,79,83.4,92.6,-9.199999999999989,3.0,1.0,3.9833333333333334,Blitz
Andreikka,3009,GM,PLAYER_2006_M,2872,IM,White Win,49,"Sep 12, 2023",Y,137,92.2,86.8,5.400000000000006,3.0,1.0,3.8166666666666664,Blitz
Andreikka,3009,GM,Itk04,2760,FM,White Win,33,"Sep 12, 2023",Y,249,82.9,78.8,4.1000000000000085,3.0,1.0,3.55,Blitz
Arash_Tahbaz,2832,IM,Andreikka,3006,GM,Black Win,41,"Sep 12, 2023",Y,-174,,,,3.0,1.0,3.6833333333333336,Blitz
Andreikka,3002,GM,Lennis93,2744,IM,White Win,45,"Sep 12, 2023",Y,258,90.6,83.6,7.0,3.0,1.0,3.75,Blitz
JaloliddinIlkhomi,2630,FM,Andreikka,2999,GM,Black Win,51,"Sep 12, 2023",Y,-369,78.7,81.7,-3.0,3.0,1.0,3.85,Blitz
Andreikka,2997,GM,tetrix83,2526,GM,White Win,61,"Sep 12, 2023",Y,471,,,,3.0,1.0,4.016666666666667,Blitz
KaydenTroffChess,2803,GM,Andreikka,2996,GM,White Win,44,"Sep 5, 2023",Y,-193,87.1,81.0,6.099999999999994,3.0,1.0,3.7333333333333334,Blitz
Andreikka,3008,GM,Durarbayli,2888,GM,Black Win,65,"Sep 5, 2023",Y,120,73.8,80.1,-6.299999999999997,3.0,1.0,4.083333333333333,Blitz
Andreikka,3019,GM,ckgchess,2842,GM,White Win,36,"Sep 5, 2023",Y,177,89.3,89.8,-0.5,3.0,1.0,3.6,Blitz
Aygehovit1992,2699,GM,Andreikka,3015,GM,Black Win,56,"Sep 5, 2023",Y,-316,,,,3.0,1.0,3.9333333333333336,Blitz
Andreikka,3013,GM,chessS1r,2589,FM,White Win,66,"Sep 5, 2023",Y,424,79.7,78.8,0.9000000000000057,3.0,1.0,4.1,Blitz
Jaka_Brilej,2489,FM,Andreikka,3012,GM,Black Win,60,"Sep 5, 2023",Y,-523,,,,3.0,1.0,4.0,Blitz
aquarium76,2711,GM,Andreikka,2716,GM,White Win,37,"Sep 1, 2023",N,-5,97.3,91.6,5.700000000000003,15.0,0.0,15.0,Rapid
aquarium76,2711,GM,Andreikka,2716,GM,White Win,44,"Sep 1, 2023",N,-5,92.2,81.6,10.600000000000009,15.0,3.0,17.2,Rapid
Andreikka,2730,GM,aquarium76,2699,GM,White Win,74,"Sep 1, 2023",N,31,89.8,86.1,3.700000000000003,15.0,3.0,18.7,Rapid
Andreikka,2717,GM,mishanick,2686,GM,White Win,54,"Sep 1, 2023",N,31,91.7,85.9,5.799999999999997,15.0,3.0,17.7,Rapid
mishanick,2696,GM,Andreikka,2703,GM,Black Win,63,"Sep 1, 2023",N,-7,89.1,92.4,-3.3000000000000114,15.0,3.0,18.15,Rapid
Andreikka,2687,GM,Fandorine,2613,GM,Draw,43,"Aug 31, 2023",N,74,90.1,88.9,1.1999999999999886,15.0,3.0,17.15,Rapid
Fandorine,2611,GM,Andreikka,2690,GM,Black Win,32,"Aug 31, 2023",N,-79,86.9,95.4,-8.5,15.0,3.0,16.6,Rapid
I_am_Javi,2750,IM,Andreikka,3011,GM,White Win,41,"Aug 29, 2023",Y,-261,87.6,77.6,10.0,3.0,1.0,3.6833333333333336,Blitz
Andreikka,3024,GM,Rutricks,2616,IM,White Win,33,"Aug 29, 2023",Y,408,95.2,85.9,9.299999999999997,3.0,1.0,3.55,Blitz
KaydenTroffChess,2791,GM,Andreikka,3023,GM,White Win,80,"Aug 29, 2023",Y,-232,89.4,85.0,4.400000000000006,3.0,1.0,4.333333333333333,Blitz
Andreikka,3036,GM,Ajedrez_con_German,2657,FM,White Win,31,"Aug 29, 2023",Y,379,97.7,87.2,10.5,3.0,1.0,3.5166666666666666,Blitz
Alphafischer2019,2508,FM,Andreikka,3034,GM,Black Win,34,"Aug 29, 2023",Y,-526,80.4,90.1,-9.699999999999989,3.0,1.0,3.5666666666666664,Blitz
XDPS,2871,GM,Andreikka,3033,GM,Draw,84,"Aug 29, 2023",Y,-162,93.5,93.6,-0.09999999999999432,3.0,1.0,4.4,Blitz
Andreikka,3037,GM,tptagain,2889,GM,White Win,73,"Aug 29, 2023",Y,148,75.6,71.2,4.3999999999999915,3.0,1.0,4.216666666666667,Blitz
Andreikka,3040,GM,Anton_Demchenko,2930,GM,White Win,56,"Aug 29, 2023",Y,110,95.4,86.3,9.100000000000009,3.0,1.0,3.9333333333333336,Blitz
Andreikka,3034,GM,Arseniy_Nesterov,2873,GM,White Win,32,"Aug 29, 2023",Y,161,93.0,83.5,9.5,3.0,1.0,3.533333333333333,Blitz
Firouzja2003,3091,GM,Andreikka,3029,GM,White Win,48,"Aug 29, 2023",Y,62,89.1,81.2,7.8999999999999915,3.0,1.0,3.8,Blitz
baki83,2840,GM,Andreikka,3036,GM,Black Win,41,"Aug 29, 2023",Y,-196,86.2,93.4,-7.200000000000003,3.0,1.0,3.6833333333333336,Blitz
Andreikka,3032,GM,FormerProdigy,2880,GM,White Win,39,"Aug 29, 2023",Y,152,95.7,88.1,7.6000000000000085,3.0,1.0,3.65,Blitz
starworld123,2794,GM,Andreikka,3027,GM,Black Win,20,"Aug 29, 2023",Y,-233,81.3,94.9,-13.600000000000009,3.0,1.0,3.3333333333333335,Blitz
Andreikka,3024,GM,FontVella8,2649,FM,White Win,60,"Aug 29, 2023",Y,375,83.5,78.0,5.5,3.0,1.0,4.0,Blitz
Real_taiatai,2516,NM,Andreikka,3022,GM,Black Win,45,"Aug 29, 2023",Y,-506,78.4,84.3,-5.8999999999999915,3.0,1.0,3.75,Blitz
dropstoneDP,2984,GM,Andreikka,3029,GM,White Win,39,"Aug 23, 2023",Y,-45,91.4,78.4,13.0,3.0,1.0,3.65,Blitz
Andreikka,3038,GM,jefferyx,3008,GM,White Win,28,"Aug 23, 2023",Y,30,90.9,86.2,4.700000000000003,3.0,1.0,3.466666666666667,Blitz
vi_pranav,3025,GM,Andreikka,3030,GM,White Win,38,"Aug 23, 2023",Y,-5,91.7,86.5,5.200000000000003,3.0,1.0,3.6333333333333333,Blitz
Andreikka,3038,GM,Sargsyan_Shant,2955,GM,White Win,25,"Aug 23, 2023",Y,83,94.2,80.8,13.400000000000006,3.0,1.0,3.4166666666666665,Blitz
igorkovalenko,2946,GM,Andreikka,3032,GM,Black Win,32,"Aug 23, 2023",Y,-86,83.6,90.9,-7.300000000000011,3.0,1.0,3.533333333333333,Blitz
kirillshevchenko,2945,GM,Andreikka,3035,GM,Black Win,45,"Aug 23, 2023",Y,-90,75.7,87.7,-12.0,3.0,1.0,3.75,Blitz
platy3,2887,GM,Andreikka,3028,GM,Black Win,45,"Aug 23, 2023",Y,-141,85.6,94.8,-9.200000000000003,3.0,1.0,3.75,Blitz
Andreikka,3022,GM,TigrVShlyape,2893,GM,White Win,36,"Aug 23, 2023",Y,129,87.5,85.2,2.299999999999997,3.0,1.0,3.6,Blitz
assezde36,2806,GM,Andreikka,3016,GM,Black Win,40,"Aug 23, 2023",Y,-210,85.9,94.9,-9.0,3.0,1.0,3.6666666666666665,Blitz
Andreikka,3012,GM,shimastream,2914,GM,Black Win,40,"Aug 23, 2023",Y,98,82.6,88.9,-6.300000000000011,3.0,1.0,3.6666666666666665,Blitz
emiliocordova,2850,GM,Andreikka,3024,GM,Black Win,32,"Aug 23, 2023",Y,-174,72.4,88.0,-15.599999999999994,3.0,1.0,3.533333333333333,Blitz
Andreikka,3019,GM,florianschwabeneder,2658,IM,White Win,44,"Aug 23, 2023",Y,361,87.0,81.0,6.0,3.0,1.0,3.7333333333333334,Blitz
VladimirKramnik,2938,GM,Andreikka,3017,GM,Black Win,42,"Aug 23, 2023",N,-79,86.9,93.2,-6.299999999999997,3.0,2.0,4.4,Blitz
Andreikka,3009,GM,VladimirKramnik,2945,GM,Black Win,38,"Aug 23, 2023",N,64,78.7,85.0,-6.299999999999997,3.0,2.0,4.266666666666667,Blitz
VladimirKramnik,2935,GM,Andreikka,3022,GM,White Win,31,"Aug 23, 2023",N,-87,86.6,74.9,11.699999999999989,3.0,2.0,4.033333333333333,Blitz
Andreikka,3036,GM,VladimirKramnik,2925,GM,White Win,39,"Aug 23, 2023",N,111,89.2,87.3,1.9000000000000057,3.0,2.0,4.3,Blitz
VladimirKramnik,2931,GM,Andreikka,3028,GM,Black Win,32,"Aug 23, 2023",N,-97,88.5,95.8,-7.299999999999997,3.0,2.0,4.066666666666666,Blitz
Andreikka,3020,GM,VladimirKramnik,2937,GM,White Win,37,"Aug 23, 2023",N,83,89.1,85.2,3.8999999999999915,3.0,2.0,4.233333333333333,Blitz
VladimirKramnik,2944,GM,Andreikka,3011,GM,Black Win,29,"Aug 23, 2023",N,-67,81.8,90.1,-8.299999999999997,3.0,2.0,3.966666666666667,Blitz
Andreikka,3001,GM,VladimirKramnik,2951,GM,White Win,35,"Aug 23, 2023",N,50,92.2,81.2,11.0,3.0,2.0,4.166666666666667,Blitz
Andreikka,2990,GM,SandwichOSaumon,2529,FM,Black Win,32,"Aug 22, 2023",Y,461,94.5,93.5,1.0,3.0,1.0,3.533333333333333,Blitz
Andreikka,2997,GM,Zhigalko_Sergei,2943,GM,White Win,36,"Aug 22, 2023",Y,54,90.3,87.3,3.0,3.0,1.0,3.6,Blitz
Andreikka,2985,GM,nihalsarin,3149,GM,Black Win,37,"Aug 22, 2023",Y,-164,85.8,91.4,-5.6000000000000085,3.0,1.0,3.6166666666666667,Blitz
Oleksandr_Bortnyk,3058,GM,Andreikka,2993,GM,Black Win,39,"Aug 22, 2023",Y,65,84.4,91.2,-6.799999999999997,3.0,1.0,3.65,Blitz
Ajedrecista3000,2697,IM,Andreikka,2975,GM,Black Win,22,"Aug 22, 2023",Y,-278,76.1,86.5,-10.400000000000006,3.0,1.0,3.3666666666666667,Blitz
Andreikka,2970,GM,GMWSO,3101,GM,White Win,26,"Aug 22, 2023",Y,-131,93.0,80.4,12.599999999999994,3.0,1.0,3.4333333333333336,Blitz
123lt,2773,GM,Andreikka,2949,GM,Black Win,28,"Aug 22, 2023",Y,-176,77.2,76.5,0.7000000000000028,3.0,1.0,3.466666666666667,Blitz
Andreikka,2940,GM,CheckThis4,2678,IM,White Win,50,"Aug 22, 2023",Y,262,91.0,84.7,6.299999999999997,3.0,1.0,3.8333333333333335,Blitz
KarolKacprzak,2689,FM,Andreikka,2934,GM,Draw,48,"Aug 22, 2023",Y,-245,88.3,89.4,-1.1000000000000085,3.0,1.0,3.8,Blitz
Andreikka,2944,GM,JiaHaoxiang,2583,IM,White Win,45,"Aug 22, 2023",Y,361,87.7,77.8,9.900000000000006,3.0,1.0,3.75,Blitz
Shuvalov,2491,NM,Andreikka,2940,GM,Black Win,42,"Aug 22, 2023",Y,-449,67.0,74.6,-7.599999999999994,3.0,1.0,3.7,Blitz
h4parah5,2717,GM,Andreikka,2658,GM,Draw,71,"Jul 25, 2023",N,59,96.9,97.0,-0.09999999999999432,10.0,0.0,10.0,Rapid
Andreikka,2658,GM,h4parah5,2717,GM,Draw,26,"Jul 25, 2023",N,-59,97.2,97.5,-0.29999999999999716,10.0,2.0,10.866666666666667,Rapid
h4parah5,2721,GM,Andreikka,2655,GM,Draw,42,"Jul 25, 2023",N,66,97.1,97.2,-0.10000000000000853,10.0,2.0,11.4,Rapid
Andreikka,2647,GM,Jospem,2685,GM,White Win,115,"Jul 24, 2023",Y,-38,86.3,82.3,4.0,10.0,2.0,13.833333333333334,Rapid
lilleper1,2523,GM,Andreikka,2624,GM,Black Win,52,"Jul 24, 2023",Y,-101,84.9,92.4,-7.5,10.0,2.0,11.733333333333334,Rapid
Andreikka,2608,GM,GeorgMeier,2690,GM,Black Win,51,"Jul 24, 2023",Y,-82,75.9,80.3,-4.3999999999999915,10.0,2.0,11.7,Rapid
Azerichess,2716,GM,Andreikka,2626,GM,Black Win,21,"Jul 24, 2023",Y,90,86.7,95.3,-8.599999999999994,10.0,2.0,10.7,Rapid
Mysterio47,2471,FM,Andreikka,2595,GM,Black Win,48,"Jul 24, 2023",Y,-124,89.1,95.2,-6.1000000000000085,10.0,2.0,11.6,Rapid
Andreikka,2594,GM,alexrustemov,2705,GM,Draw,31,"Jul 24, 2023",Y,-111,92.5,92.0,0.5,10.0,2.0,11.033333333333333,Rapid
viktorskliarov,2383,IM,Andreikka,2585,GM,Black Win,50,"Jul 24, 2023",Y,-202,79.0,84.4,-5.400000000000006,10.0,2.0,11.666666666666666,Rapid
WPWPWP-2015,2569,FM,Andreikka,2938,GM,White Win,46,"Jul 11, 2023",Y,-369,79.1,84.3,-5.200000000000003,3.0,1.0,3.7666666666666666,Blitz
Andreikka,2962,GM,lavr92,2700,IM,Black Win,25,"Jul 11, 2023",Y,262,73.8,89.2,-15.400000000000006,3.0,1.0,3.4166666666666665,Blitz
GoldenShare,2558,FM,Andreikka,2985,GM,Black Win,29,"Jul 11, 2023",Y,-427,87.6,95.5,-7.900000000000006,3.0,1.0,3.4833333333333334,Blitz
Andreikka,2983,GM,AndreiITrifan,2495,FM,White Win,22,"Jul 11, 2023",Y,488,85.8,74.7,11.099999999999994,3.0,1.0,3.3666666666666667,Blitz
KRAT0S_GOW,2836,IM,Andreikka,3003,GM,Black Win,38,"May 29, 2023",N,-167,78.7,82.8,-4.099999999999994,3.0,0.0,3.0,Blitz
Andreikka,2997,GM,KRAT0S_GOW,2841,IM,White Win,35,"May 29, 2023",N,156,85.9,75.6,10.300000000000011,3.0,0.0,3.0,Blitz
KRAT0S_GOW,2846,IM,Andreikka,2991,GM,Black Win,22,"May 29, 2023",N,-145,76.8,97.2,-20.400000000000006,3.0,0.0,3.0,Blitz
Andreikka,2984,GM,FairChess_on_YouTube,3055,GM,Black Win,59,"Apr 25, 2023",Y,-71,86.7,91.8,-5.099999999999994,3.0,1.0,3.9833333333333334,Blitz
mishanick,3092,GM,Andreikka,2991,GM,White Win,39,"Apr 25, 2023",Y,101,95.7,90.5,5.200000000000003,3.0,1.0,3.65,Blitz
Jospem,3057,GM,Andreikka,2997,GM,White Win,40,"Apr 25, 2023",Y,60,89.5,83.5,6.0,3.0,1.0,3.6666666666666665,Blitz
Andreikka,3004,GM,nihalsarin,3158,GM,Draw,78,"Apr 25, 2023",Y,-154,91.9,91.8,0.10000000000000853,3.0,1.0,4.3,Blitz
Andreikka,3000,GM,Hikaru,3180,GM,White Win,41,"Apr 25, 2023",Y,-180,96.1,88.1,8.0,3.0,1.0,3.6833333333333336,Blitz
DenLaz,3034,GM,Andreikka,2987,GM,Black Win,46,"Apr 25, 2023",Y,47,87.4,93.1,-5.699999999999989,3.0,1.0,3.7666666666666666,Blitz
Hsper248,2708,IM,Andreikka,2977,GM,Black Win,46,"Apr 25, 2023",Y,-269,80.2,86.7,-6.5,3.0,1.0,3.7666666666666666,Blitz
Andreikka,2974,GM,grzechu96,2697,GM,White Win,37,"Apr 25, 2023",Y,277,89.8,83.3,6.5,3.0,1.0,3.6166666666666667,Blitz
Ali_rastbod,2702,FM,Andreikka,2971,GM,Black Win,58,"Apr 25, 2023",Y,-269,74.9,82.1,-7.199999999999989,3.0,1.0,3.966666666666667,Blitz
Andreikka,2968,GM,MaryanKyrychenko,2578,FM,White Win,35,"Apr 25, 2023",Y,390,87.8,81.5,6.299999999999997,3.0,1.0,3.5833333333333335,Blitz
PositionalPanther,2478,FM,Andreikka,2966,GM,Black Win,33,"Apr 25, 2023",Y,-488,80.2,88.4,-8.200000000000003,3.0,1.0,3.55,Blitz
DenLaz,3029,GM,Andreikka,2965,GM,Black Win,30,"Apr 25, 2023",Y,64,78.2,93.0,-14.799999999999997,3.0,1.0,3.5,Blitz
wonderfultime,3027,GM,Andreikka,2954,GM,Black Win,69,"Apr 25, 2023",Y,73,80.0,83.9,-3.9000000000000057,3.0,1.0,4.15,Blitz
Andreikka,2942,GM,lefonghua,2680,FM,White Win,26,"Apr 25, 2023",Y,262,96.5,75.6,20.900000000000006,3.0,1.0,3.4333333333333336,Blitz
Andreikka,2938,GM,Vanina1989,2749,GM,White Win,32,"Apr 25, 2023",Y,189,78.3,69.1,9.200000000000003,3.0,1.0,3.533333333333333,Blitz
DanielNaroditsky,3142,GM,Andreikka,2933,GM,White Win,35,"Apr 25, 2023",Y,209,79.6,81.0,-1.4000000000000057,3.0,1.0,3.5833333333333335,Blitz
Andreikka,2938,GM,PeshkaCh,2736,FM,White Win,37,"Apr 25, 2023",Y,202,82.9,77.9,5.0,3.0,1.0,3.6166666666666667,Blitz
astralpulse,2662,GM,Andreikka,2933,GM,Black Win,38,"Apr 25, 2023",Y,-271,,,,3.0,1.0,3.6333333333333333,Blitz
Andreikka,2929,GM,atigerman,2717,IM,Black Win,53,"Apr 25, 2023",Y,212,74.0,82.7,-8.700000000000003,3.0,1.0,3.8833333333333333,Blitz
Firegrizzly,2686,GM,Andreikka,2946,GM,Black Win,30,"Apr 25, 2023",Y,-260,,,,3.0,1.0,3.5,Blitz
Andreikka,2942,GM,viktorgen2021,2606,FM,White Win,29,"Apr 25, 2023",Y,336,96.2,83.9,12.299999999999997,3.0,1.0,3.4833333333333334,Blitz
gshwbedhkhd,2494,IM,Andreikka,2939,GM,Black Win,41,"Apr 25, 2023",Y,-445,73.5,84.9,-11.400000000000006,3.0,1.0,3.6833333333333336,Blitz
Andreikka,2937,GM,Oleksandr_Bortnyk,3038,GM,Black Win,75,"Mar 21, 2023",Y,-101,88.0,94.6,-6.599999999999994,3.0,1.0,4.25,Blitz
pouya21,2826,GM,Andreikka,2943,GM,Black Win,65,"Mar 21, 2023",Y,-117,79.6,83.7,-4.1000000000000085,3.0,1.0,4.083333333333333,Blitz
